latitude,longitude,depth,gap,dmin,rms,place,horizontalError,depthError,magError,magNst,Magnitude,Date,Time,Amplitude,Frequency,Velocity,Seismic_Energy,Seismic_Moment,Risk_Zone,Acceleration
37.33,141.34,57.7,120.5,2.36,1.27,"near the east coast of Honshu, Japan",7.29,6.3,0.1,18.0,5.2,2012-03-02,23:22:17,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
35.16,141.04,26.8,26.0,2.36,0.69,"near the east coast of Honshu, Japan",7.29,6.8,0.1,277.0,5.54,2012-03-02,10:11:43,346736850.45,0.0,2060.95,12882495516931.32,2.5703957827688643e+17,Medium,37.346328478055185
37.21,144.32,42.7,113.5,2.36,0.74,"off the east coast of Honshu, Japan",7.29,7.9,0.1,18.0,5.03,2012-03-02,08:20:54,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
49.08,156.07,37.3,100.4,2.36,0.9,Kuril Islands,7.29,4.9,0.1,180.0,5.2,2012-03-01,16:40:15,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
28.9,142.27,33.3,77.0,2.36,0.9,"Bonin Islands, Japan region",7.29,13.3,0.1,35.0,5.11,2012-03-01,16:32:33,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.11,141.08,58.6,135.4,2.36,0.69,"near the east coast of Honshu, Japan",7.29,5.6,0.1,8.0,5.03,2012-03-01,14:49:55,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.75,141.16,50.3,128.0,2.36,0.72,"near the east coast of Honshu, Japan",7.29,6.2,0.1,16.0,4.94,2012-03-01,03:25:16,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
35.17,140.94,42.1,59.0,2.36,1.08,"near the east coast of Honshu, Japan",7.29,7.7,0.1,66.0,5.11,2012-03-01,02:12:30,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.21,144.15,22.1,128.1,2.36,0.86,"off the east coast of Honshu, Japan",7.29,11.0,0.1,27.0,5.28,2012-03-01,00:16:01,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
36.43,140.45,74.9,59.6,2.36,0.74,"near the east coast of Honshu, Japan",7.29,3.8,0.1,48.59,5.4,2012-02-29,22:32:35,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
35.2,141.0,26.2,17.7,2.36,0.68,"near the east coast of Honshu, Japan",7.29,6.2,0.1,48.59,5.6,2012-02-29,14:32:47,398107170.55,0.0,2208.35,15848931924611.11,3.1622776601683795e+17,Medium,34.85362167112218
49.26,156.1,42.5,58.5,2.36,0.87,Kuril Islands,7.29,4.5,0.1,134.0,5.36,2012-02-29,11:36:35,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
39.62,143.34,35.0,130.9,2.36,0.77,"off the east coast of Honshu, Japan",7.29,7.82,0.1,35.0,5.11,2012-02-29,11:31:37,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.3,141.51,45.0,46.3,2.36,0.77,"near the east coast of Honshu, Japan",7.29,3.6,0.1,116.0,5.45,2012-02-29,09:00:05,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
49.19,156.21,49.1,138.0,2.36,0.82,Kuril Islands,7.29,5.2,0.1,32.0,5.03,2012-02-29,07:34:25,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
49.2,156.09,50.8,110.3,2.36,0.66,Kuril Islands,7.29,5.1,0.1,9.0,5.03,2012-02-29,05:19:32,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
25.57,127.13,46.3,135.9,2.36,0.78,"Ryukyu Islands, Japan",7.29,11.8,0.1,11.0,5.03,2012-02-29,02:00:40,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
49.28,156.2,46.8,86.7,2.36,0.91,Kuril Islands,7.29,3.4,0.1,136.0,5.28,2012-02-29,01:22:52,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
37.2,144.14,10.0,48.4,2.36,0.88,"off the east coast of Honshu, Japan",7.29,7.82,0.1,90.0,5.62,2012-02-28,22:52:37,416869383.47,0.0,2259.79,16982436524617.46,3.3884415613920346e+17,Medium,34.060256382132636
25.54,127.15,8.4,126.9,2.36,0.84,"Ryukyu Islands, Japan",7.29,13.2,0.1,40.0,5.03,2012-02-28,20:55:07,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
25.49,127.09,20.7,141.0,2.36,0.54,"Ryukyu Islands, Japan",7.29,37.0,0.1,4.0,4.94,2012-02-28,20:36:08,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
49.24,156.1,44.1,132.6,2.36,0.95,Kuril Islands,7.29,5.5,0.1,82.0,5.11,2012-02-28,18:05:21,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
31.83,131.64,52.1,64.0,2.36,0.97,"Kyushu, Japan",7.29,5.8,0.1,13.0,4.94,2012-02-28,16:23:03,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
49.12,156.13,41.8,107.5,2.36,0.9,Kuril Islands,7.29,5.0,0.1,116.0,5.28,2012-02-28,15:24:21,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
28.2,139.39,504.2,15.7,2.36,0.75,"Bonin Islands, Japan region",7.29,2.9,0.1,48.59,5.6,2012-02-28,15:07:35,398107170.55,0.0,2208.35,15848931924611.11,3.1622776601683795e+17,Medium,34.85362167112218
43.23,145.72,98.4,136.4,2.36,0.98,"Hokkaido, Japan region",7.29,7.82,0.1,17.0,5.03,2012-02-28,14:30:10,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
49.26,156.1,47.9,71.0,2.36,0.74,Kuril Islands,7.29,4.0,0.1,238.0,5.36,2012-02-28,05:33:32,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
36.37,141.02,12.8,63.9,2.36,0.96,"near the east coast of Honshu, Japan",7.29,2.4,0.1,161.0,5.28,2012-02-28,05:20:48,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
36.26,142.1,43.1,75.3,2.36,0.9,"off the east coast of Honshu, Japan",7.29,6.3,0.1,42.0,5.11,2012-02-28,04:51:07,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
36.32,142.12,6.3,111.7,2.36,0.88,"off the east coast of Honshu, Japan",7.29,11.6,0.1,86.0,5.2,2012-02-28,04:40:28,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
25.5,127.13,39.2,133.7,2.36,0.93,"Ryukyu Islands, Japan",7.29,4.2,0.1,34.0,5.11,2012-02-27,20:11:20,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
25.51,127.05,27.8,141.0,2.36,0.34,"Ryukyu Islands, Japan",7.29,38.3,0.1,1.0,4.94,2012-02-27,20:09:24,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
25.56,127.16,41.7,125.8,2.36,0.82,"Ryukyu Islands, Japan",7.29,7.82,0.1,32.0,5.11,2012-02-27,19:56:56,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
25.56,127.1,42.2,29.0,2.36,0.9,"Ryukyu Islands, Japan",7.29,7.82,0.1,48.59,5.4,2012-02-27,19:31:51,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
38.57,141.75,69.0,107.8,2.36,0.77,"near the east coast of Honshu, Japan",7.29,4.3,0.1,55.0,5.03,2012-02-27,16:30:35,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
25.84,127.04,29.3,147.2,2.36,0.43,"Ryukyu Islands, Japan",7.29,46.8,0.1,1.0,5.2,2012-02-27,16:29:52,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
25.51,127.18,39.0,76.7,2.36,0.95,"Ryukyu Islands, Japan",7.29,5.4,0.1,39.0,5.28,2012-02-27,16:29:25,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
39.87,142.22,60.6,131.3,2.36,0.79,"near the east coast of Honshu, Japan",7.29,5.1,0.1,14.0,4.94,2012-02-27,11:32:03,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
46.92,152.74,67.5,75.3,2.36,0.69,Kuril Islands,7.29,3.4,0.1,296.0,5.62,2012-02-27,05:07:48,416869383.47,0.0,2259.79,16982436524617.46,3.3884415613920346e+17,Medium,34.060256382132636
49.27,155.84,67.2,168.9,2.36,0.74,Kuril Islands,7.29,6.1,0.1,9.0,5.28,2012-02-27,03:43:05,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
40.62,142.77,49.8,134.3,2.36,0.85,"near the east coast of Honshu, Japan",7.29,5.8,0.1,32.0,5.03,2012-02-27,02:25:38,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
23.59,144.62,21.3,78.2,2.36,1.06,"Volcano Islands, Japan region",7.29,23.2,0.1,11.0,5.11,2012-02-26,10:46:37,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
42.61,144.57,47.3,131.6,2.36,0.91,"Hokkaido, Japan region",7.29,7.82,0.1,12.0,4.94,2012-02-26,07:05:34,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
49.16,156.15,35.0,135.1,2.36,1.08,Kuril Islands,7.29,7.82,0.1,44.0,5.2,2012-02-25,16:51:59,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
49.3,155.97,53.4,135.6,2.36,0.98,Kuril Islands,7.29,6.5,0.1,50.0,5.11,2012-02-25,08:47:50,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.16,143.66,10.0,67.8,2.36,1.08,"off the east coast of Honshu, Japan",7.29,7.82,0.1,17.0,5.03,2012-02-25,07:10:09,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
49.23,155.98,27.7,48.2,2.36,0.81,Kuril Islands,7.29,3.2,0.1,214.0,5.45,2012-02-25,06:18:04,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
49.19,155.94,28.2,86.7,2.36,0.71,Kuril Islands,7.29,7.5,0.1,234.0,5.45,2012-02-25,06:15:13,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
32.04,142.42,22.9,61.0,2.36,0.74,"Izu Islands, Japan region",7.29,8.9,0.1,84.0,5.2,2012-02-24,17:25:03,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
35.92,140.09,65.4,84.1,2.36,0.93,"near the east coast of Honshu, Japan",7.29,4.8,0.1,34.0,4.94,2012-02-24,04:10:33,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
39.01,142.18,65.5,116.3,2.36,0.91,"near the east coast of Honshu, Japan",7.29,4.7,0.1,47.0,5.11,2012-02-23,19:27:59,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
42.04,142.48,74.8,79.8,2.36,0.79,"Hokkaido, Japan region",7.29,3.6,0.1,80.0,5.11,2012-02-23,15:26:39,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
39.09,142.29,53.5,126.4,2.36,1.05,"near the east coast of Honshu, Japan",7.29,8.7,0.1,5.0,4.94,2012-02-22,01:55:24,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
44.38,148.47,74.4,135.5,2.36,1.03,Kuril Islands,7.29,6.9,0.1,26.0,5.11,2012-02-22,01:55:20,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
41.55,141.95,61.7,125.7,2.36,0.95,"Hokkaido, Japan region",7.29,7.4,0.1,16.0,4.86,2012-02-21,20:35:43,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
35.48,140.21,54.9,114.2,2.36,1.36,"near the east coast of Honshu, Japan",7.29,7.9,0.1,4.0,5.03,2012-02-21,17:58:56,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
25.52,144.04,10.0,140.0,2.36,0.74,"Volcano Islands, Japan region",7.29,7.82,0.1,3.0,4.86,2012-02-21,12:39:35,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
41.1,141.03,120.0,127.6,2.36,1.04,"Hokkaido, Japan region",7.29,4.9,0.1,19.0,4.94,2012-02-21,11:14:27,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.11,141.79,27.2,118.6,2.36,0.99,"near the east coast of Honshu, Japan",7.29,16.3,0.1,15.0,5.11,2012-02-21,03:54:35,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
38.79,142.31,61.5,135.8,2.36,0.52,"near the east coast of Honshu, Japan",7.29,5.4,0.1,6.0,4.94,2012-02-20,19:16:24,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.2,143.51,23.0,118.6,2.36,0.56,"off the east coast of Honshu, Japan",7.29,11.5,0.1,41.0,4.94,2012-02-20,13:09:27,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
46.34,153.15,45.6,57.2,2.36,1.05,Kuril Islands,7.29,7.6,0.1,14.0,5.11,2012-02-20,06:21:10,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
36.76,140.61,45.0,167.2,2.36,0.58,"near the east coast of Honshu, Japan",7.29,8.4,0.1,1.0,4.86,2012-02-19,13:12:30,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.76,140.31,10.0,44.0,2.36,0.75,"near the east coast of Honshu, Japan",7.29,7.82,0.1,62.0,5.45,2012-02-19,05:54:49,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
38.01,141.91,48.9,116.2,2.36,0.76,"near the east coast of Honshu, Japan",7.29,4.2,0.1,30.0,5.03,2012-02-18,21:44:00,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
37.31,143.67,35.0,136.9,2.36,1.02,"off the east coast of Honshu, Japan",7.29,7.82,0.1,7.0,5.03,2012-02-18,20:49:08,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.4,140.86,41.0,86.4,2.36,0.93,"near the east coast of Honshu, Japan",7.29,5.0,0.1,82.0,5.11,2012-02-18,14:20:31,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.66,144.33,35.0,127.8,2.36,0.93,"off the east coast of Honshu, Japan",7.29,7.82,0.1,4.0,4.86,2012-02-18,14:00:22,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.68,141.7,67.8,142.9,2.36,0.78,"near the east coast of Honshu, Japan",7.29,5.4,0.1,10.0,4.86,2012-02-18,07:07:25,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
41.95,142.48,67.3,92.5,2.36,0.83,"Hokkaido, Japan region",7.29,3.9,0.1,45.0,4.94,2012-02-18,01:59:12,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
35.5,140.92,51.0,82.6,2.36,0.95,"near the east coast of Honshu, Japan",7.29,5.9,0.1,10.0,4.86,2012-02-18,00:38:39,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
41.96,139.34,29.6,97.7,2.36,0.94,"Hokkaido, Japan region",7.29,14.0,0.1,17.0,4.94,2012-02-16,04:50:10,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.14,140.96,30.0,127.2,2.36,0.76,"near the east coast of Honshu, Japan",7.29,11.2,0.1,30.0,4.86,2012-02-15,17:32:19,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
37.8,141.48,61.4,73.1,2.36,0.65,"near the east coast of Honshu, Japan",7.29,3.2,0.1,100.0,5.28,2012-02-15,06:28:37,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
42.01,140.34,35.0,97.6,2.36,0.93,"Hokkaido, Japan region",7.29,7.82,0.1,9.0,4.86,2012-02-15,04:36:36,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.15,140.54,59.2,93.6,2.36,1.14,"Hokkaido, Japan region",7.29,9.1,0.1,4.0,4.86,2012-02-15,02:59:52,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.16,141.64,13.8,60.5,2.36,0.84,"near the east coast of Honshu, Japan",7.29,10.2,0.1,82.0,5.36,2012-02-14,22:34:38,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
35.52,140.91,12.8,72.5,2.36,0.72,"near the east coast of Honshu, Japan",7.29,11.7,0.1,25.0,5.03,2012-02-14,19:15:10,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.51,141.43,12.9,129.2,2.36,0.82,"near the east coast of Honshu, Japan",7.29,17.6,0.1,12.0,5.03,2012-02-14,18:51:48,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
26.31,143.65,10.0,65.9,2.36,1.28,"Bonin Islands, Japan region",7.29,7.82,0.1,23.0,5.03,2012-02-14,18:24:26,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
39.21,144.5,44.9,28.5,2.36,0.74,"off the east coast of Honshu, Japan",7.29,4.0,0.1,150.0,5.2,2012-02-14,10:48:22,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
36.21,141.39,28.0,30.0,2.36,0.77,"near the east coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.8,2012-02-14,06:22:01,630957344.48,0.0,2780.15,31622776601683.8,6.309573444801892e+17,Medium,27.685215775770427
36.58,141.36,52.6,119.4,2.36,0.99,"near the east coast of Honshu, Japan",7.29,7.9,0.1,22.0,5.2,2012-02-14,03:30:01,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
36.19,141.4,30.2,69.4,2.36,0.93,"near the east coast of Honshu, Japan",7.29,3.4,0.1,48.59,5.5,2012-02-14,03:27:50,316227766.02,0.0,1968.19,11220184543019.65,2.238721138568347e+17,Medium,39.1064067142579
28.07,142.71,23.3,57.5,2.36,0.73,"Bonin Islands, Japan region",7.29,12.7,0.1,17.0,4.94,2012-02-13,23:07:09,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.66,142.33,22.0,119.6,2.36,0.98,"off the east coast of Honshu, Japan",7.29,12.3,0.1,7.0,4.94,2012-02-13,16:55:11,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
26.51,128.65,24.5,63.9,2.36,1.06,"Ryukyu Islands, Japan",7.29,7.4,0.1,27.0,5.11,2012-02-13,13:11:29,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
26.38,143.9,10.0,47.6,2.36,0.78,"Bonin Islands, Japan region",7.29,7.82,0.1,27.0,5.03,2012-02-12,13:16:00,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
38.53,144.25,20.2,67.3,2.36,0.86,"off the east coast of Honshu, Japan",7.29,8.9,0.1,102.0,5.45,2012-02-12,04:41:01,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
38.69,142.05,57.8,76.6,2.36,0.96,"near the east coast of Honshu, Japan",7.29,4.4,0.1,104.0,5.2,2012-02-11,19:55:51,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
46.66,152.56,55.0,64.3,2.36,0.83,Kuril Islands,7.29,1.8,0.1,70.0,5.11,2012-02-11,08:52:11,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
36.01,139.51,71.5,84.9,2.36,0.87,"eastern Honshu, Japan",7.29,4.2,0.1,95.0,5.03,2012-02-11,01:26:59,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
39.19,142.69,62.3,142.6,2.36,0.82,"near the east coast of Honshu, Japan",7.29,5.5,0.1,14.0,4.86,2012-02-10,00:38:39,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.42,140.62,106.2,112.7,2.36,0.77,"eastern Honshu, Japan",7.29,3.3,0.1,178.0,5.11,2012-02-09,21:52:02,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
35.53,143.06,10.0,206.7,2.36,1.46,"off the east coast of Honshu, Japan",7.29,7.82,0.1,4.0,4.94,2012-02-09,07:09:25,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
31.51,131.5,34.9,95.4,2.36,0.92,"Kyushu, Japan",7.29,9.3,0.1,44.0,5.11,2012-02-09,03:55:19,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
38.26,144.73,10.0,134.6,2.36,0.83,"off the east coast of Honshu, Japan",7.29,7.82,0.1,12.0,5.03,2012-02-08,21:30:34,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
41.28,140.26,158.4,116.2,2.36,0.69,"Hokkaido, Japan region",7.29,7.82,0.1,15.0,4.94,2012-02-08,19:22:29,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
37.86,138.0,10.0,43.7,2.36,0.75,"near the west coast of Honshu, Japan",7.29,7.82,0.1,48.59,5.4,2012-02-08,12:01:37,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
35.72,140.09,76.4,116.3,2.36,1.06,"near the east coast of Honshu, Japan",7.29,5.9,0.1,17.0,5.03,2012-02-07,13:37:56,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
45.56,142.22,314.7,77.8,2.36,0.75,"Hokkaido, Japan region",7.29,7.82,0.1,286.0,5.28,2012-02-07,13:30:04,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
36.62,141.21,26.2,180.1,2.36,0.3,"near the east coast of Honshu, Japan",7.29,14.0,0.1,3.0,4.86,2012-02-06,18:43:56,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.48,140.67,10.7,113.0,2.36,1.45,"near the east coast of Honshu, Japan",7.29,6.7,0.1,121.0,5.03,2012-02-05,22:05:46,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
38.47,142.44,46.1,155.8,2.36,0.79,"near the east coast of Honshu, Japan",7.29,5.0,0.1,5.0,4.94,2012-02-05,14:16:59,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.27,140.73,46.3,127.5,2.36,0.83,"near the east coast of Honshu, Japan",7.29,4.0,0.1,52.0,5.03,2012-02-04,23:59:11,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
29.12,141.78,54.6,75.5,2.36,1.2,"Izu Islands, Japan region",7.29,9.4,0.1,12.0,4.94,2012-02-04,22:33:38,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
40.29,142.17,53.7,132.4,2.36,1.1,"near the east coast of Honshu, Japan",7.29,5.1,0.1,34.0,5.11,2012-02-04,18:02:58,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.34,141.87,33.2,95.8,2.36,0.99,"near the east coast of Honshu, Japan",7.29,3.8,0.1,6.0,5.28,2012-02-04,05:56:02,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
39.07,142.65,60.1,149.5,2.36,1.0,"near the east coast of Honshu, Japan",7.29,8.9,0.1,12.0,5.03,2012-02-03,17:36:41,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.5,143.46,10.0,94.3,2.36,1.08,"off the east coast of Honshu, Japan",7.29,7.82,0.1,9.0,5.11,2012-02-03,12:27:34,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
38.48,142.1,50.9,121.1,2.36,0.67,"near the east coast of Honshu, Japan",7.29,4.4,0.1,25.0,5.03,2012-02-03,09:59:46,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
43.34,146.91,47.3,135.6,2.36,0.83,Kuril Islands,7.29,6.2,0.1,7.0,4.86,2012-02-02,12:29:17,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
46.41,152.46,56.4,137.8,2.36,0.92,Kuril Islands,7.29,7.7,0.1,18.0,5.2,2012-02-01,17:08:17,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
37.05,144.57,35.0,91.9,2.36,1.23,"off the east coast of Honshu, Japan",7.29,7.82,0.1,10.0,4.86,2012-02-01,16:48:56,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
33.74,138.77,10.0,59.8,2.36,1.24,"Izu Islands, Japan region",7.29,7.82,0.1,10.0,4.86,2012-02-01,01:54:58,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
37.2,141.58,21.0,66.5,2.36,1.13,"near the east coast of Honshu, Japan",7.29,18.8,0.1,27.0,5.11,2012-01-31,19:35:21,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
38.88,142.36,49.6,119.6,2.36,0.94,"near the east coast of Honshu, Japan",7.29,6.1,0.1,17.0,5.03,2012-01-31,04:35:29,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
37.3,142.04,58.8,135.0,2.36,0.67,"off the east coast of Honshu, Japan",7.29,6.2,0.1,10.0,4.86,2012-01-30,20:49:19,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
